"tag","fecha_desde","fecha_hasta","nombre","artista","oyentes","url","imagen_url"
"rock","1777809600","1778414400","Sign of the Times","Harry Styles","N/A","https://www.last.fm/music/Harry+Styles/_/Sign+of+the+Times","https://lastfm.freetls.fastly.net/i/u/300x300/295ed1c0727ce10652867d628139beb1.png"
"rock","1777809600","1778414400","Lover, You Should've Come Over","Jeff Buckley","N/A","https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over","https://lastfm.freetls.fastly.net/i/u/300x300/b9c826bf4d8da57694c54d7403d5cb18.png"
"rock","1777809600","1778414400","The Chain - 2004 Remaster","Fleetwood Mac","N/A","https://www.last.fm/music/Fleetwood+Mac/_/The+Chain+-+2004+Remaster",""
"rock","1777809600","1778414400","Still Into You","Paramore","N/A","https://www.last.fm/music/Paramore/_/Still+Into+You","https://lastfm.freetls.fastly.net/i/u/300x300/919a1916404a2777163ed83f0057f9cb.png"
"rock","1777809600","1778414400","Everlong","Foo Fighters","N/A","https://www.last.fm/music/Foo+Fighters/_/Everlong","https://lastfm.freetls.fastly.net/i/u/300x300/dedd41ef4d48d496755da5ba046438bd.png"
"rock","1777809600","1778414400","Iris","Goo Goo Dolls","N/A","https://www.last.fm/music/Goo+Goo+Dolls/_/Iris","https://lastfm.freetls.fastly.net/i/u/300x300/f650f979f3613c2f3f32570500350552.png"
"rock","1777809600","1778414400","All I Wanted","Paramore","N/A","https://www.last.fm/music/Paramore/_/All+I+Wanted","https://lastfm.freetls.fastly.net/i/u/300x300/8935ea2d777c8f2f5f3c7a8f521ea9fb.png"
"rock","1777809600","1778414400","Mr. Brightside","The Killers","N/A","https://www.last.fm/music/The+Killers/_/Mr.+Brightside","https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.png"
"rock","1777809600","1778414400","Scar Tissue","Red Hot Chili Peppers","N/A","https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Scar+Tissue","https://lastfm.freetls.fastly.net/i/u/300x300/1469e23c2f2b476b9ca68f87cb29bcd1.png"
"rock","1777809600","1778414400","Bring Me to Life","Evanescence","N/A","https://www.last.fm/music/Evanescence/_/Bring+Me+to+Life","https://lastfm.freetls.fastly.net/i/u/300x300/709c71461153419d86742071e16426c8.png"
"rock","1777809600","1778414400","Can't Stop","Red Hot Chili Peppers","N/A","https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Can%27t+Stop","https://lastfm.freetls.fastly.net/i/u/300x300/f95067353057a3c59fe6ba90469e56c6.png"
"rock","1777809600","1778414400","Sparks","Coldplay","N/A","https://www.last.fm/music/Coldplay/_/Sparks","https://lastfm.freetls.fastly.net/i/u/300x300/5fbcfb7258117e88cb73b45e25c88b01.png"
"rock","1777809600","1778414400","In the End","Linkin Park","N/A","https://www.last.fm/music/Linkin+Park/_/In+the+End","https://lastfm.freetls.fastly.net/i/u/300x300/53a7bd85bc99272900f620792bf43452.png"
"rock","1777809600","1778414400","Misery Business","Paramore","N/A","https://www.last.fm/music/Paramore/_/Misery+Business","https://lastfm.freetls.fastly.net/i/u/300x300/b7a4b3000d0c431fbce299986ac51c48.png"
"rock","1777809600","1778414400","Linger","The Cranberries","N/A","https://www.last.fm/music/The+Cranberries/_/Linger","https://lastfm.freetls.fastly.net/i/u/300x300/87138bbda83bd0ae8b4da2b6cab9b66a.png"
"rock","1777809600","1778414400","Faint","Linkin Park","N/A","https://www.last.fm/music/Linkin+Park/_/Faint","https://lastfm.freetls.fastly.net/i/u/300x300/fee069a98672ac3719f6c766ff6f0f9c.png"
