"tag","fecha_desde","fecha_hasta","nombre","artista","oyentes","url","imagen_url"
"pop","1778414400","1779019200","Beauty and a Beat","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat","https://lastfm.freetls.fastly.net/i/u/300x300/ca337a40bbb78937bf330454761ee592.png"
"pop","1778414400","1779019200","The One That Got Away","Katy Perry","N/A","https://www.last.fm/music/Katy+Perry/_/The+One+That+Got+Away","https://lastfm.freetls.fastly.net/i/u/300x300/9a9141d83ebd9056e7a212b3bb493ac3.png"
"pop","1778414400","1779019200","Baby","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/Baby","https://lastfm.freetls.fastly.net/i/u/300x300/af11727e52c5ac4bae4ce58ac68c3995.png"
"pop","1778414400","1779019200","Locked Out of Heaven","Bruno Mars","N/A","https://www.last.fm/music/Bruno+Mars/_/Locked+Out+of+Heaven","https://lastfm.freetls.fastly.net/i/u/300x300/c7cf0cd2fcd6efb0a33e063a8d82ff0e.png"
"pop","1778414400","1779019200","Sorry","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/Sorry","https://lastfm.freetls.fastly.net/i/u/300x300/7df22bccd9bf27b19f87830317347ef8.png"
"pop","1778414400","1779019200","Love You Like a Love Song","Selena Gomez & the Scene","N/A","https://www.last.fm/music/Selena+Gomez+&+the+Scene/_/Love+You+Like+a+Love+Song","https://lastfm.freetls.fastly.net/i/u/300x300/4567c0cb1e2bd7ef878713004a469da7.png"
"pop","1778414400","1779019200","deja vu","Olivia Rodrigo","N/A","https://www.last.fm/music/Olivia+Rodrigo/_/deja+vu","https://lastfm.freetls.fastly.net/i/u/300x300/86165d3ec7f3d1cd18037231452a3263.png"
"pop","1778414400","1779019200","Boyfriend","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/Boyfriend","https://lastfm.freetls.fastly.net/i/u/300x300/ca337a40bbb78937bf330454761ee592.png"
"pop","1778414400","1779019200","What Do You Mean?","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/What+Do+You+Mean%3F","https://lastfm.freetls.fastly.net/i/u/300x300/b7b8bdcf48864d6bdc6d4a266e7cc435.png"
"pop","1778414400","1779019200","Last Friday Night (T.G.I.F.)","Katy Perry","N/A","https://www.last.fm/music/Katy+Perry/_/Last+Friday+Night+(T.G.I.F.)","https://lastfm.freetls.fastly.net/i/u/300x300/9a9141d83ebd9056e7a212b3bb493ac3.png"
"pop","1778414400","1779019200","no tears left to cry","Ariana Grande","N/A","https://www.last.fm/music/Ariana+Grande/_/no+tears+left+to+cry","https://lastfm.freetls.fastly.net/i/u/300x300/69f798231f564b5ee041bcae63e7558e.png"
"pop","1778414400","1779019200","Pink Pony Club","Chappell Roan","N/A","https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club","https://lastfm.freetls.fastly.net/i/u/300x300/97387707f14caadff2946b45cc40ae0e.png"
"pop","1778414400","1779019200","Toxic","Britney Spears","N/A","https://www.last.fm/music/Britney+Spears/_/Toxic","https://lastfm.freetls.fastly.net/i/u/300x300/a559d5c65ee566e8480854c5497d2788.png"
"pop","1778414400","1779019200","Style","Taylor Swift","N/A","https://www.last.fm/music/Taylor+Swift/_/Style","https://lastfm.freetls.fastly.net/i/u/300x300/e740f250a8e84ca392b14dd896a53ff9.png"
"pop","1778414400","1779019200","Billie Jean","Michael Jackson","N/A","https://www.last.fm/music/Michael+Jackson/_/Billie+Jean","https://lastfm.freetls.fastly.net/i/u/300x300/6e2894e4edba9f42ee448670a59fc12e.png"
"pop","1778414400","1779019200","thank u, next","Ariana Grande","N/A","https://www.last.fm/music/Ariana+Grande/_/thank+u,+next","https://lastfm.freetls.fastly.net/i/u/300x300/bea2060e1d745717e7373bcbfed6a002.png"
"pop","1778414400","1779019200","That Should Be Me","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/That+Should+Be+Me","https://lastfm.freetls.fastly.net/i/u/300x300/cc2b72b088bdc3beb0cdb7636fbe02bb.png"
"pop","1778414400","1779019200","All the Things She Said","t.A.T.u.","N/A","https://www.last.fm/music/t.A.T.u./_/All+the+Things+She+Said","https://lastfm.freetls.fastly.net/i/u/300x300/c34853c89578fbede04118ecd5debd28.png"
"pop","1778414400","1779019200","Rock Your Body","Justin Timberlake","N/A","https://www.last.fm/music/Justin+Timberlake/_/Rock+Your+Body","https://lastfm.freetls.fastly.net/i/u/300x300/89f49f994f808748e042177e73264256.png"
"pop","1778414400","1779019200","Lush Life","Zara Larsson","N/A","https://www.last.fm/music/Zara+Larsson/_/Lush+Life","https://lastfm.freetls.fastly.net/i/u/300x300/164dc5b7d0ff1e042751667ac0143709.png"
"pop","1778414400","1779019200","Teenage Dream","Katy Perry","N/A","https://www.last.fm/music/Katy+Perry/_/Teenage+Dream","https://lastfm.freetls.fastly.net/i/u/300x300/9a9141d83ebd9056e7a212b3bb493ac3.png"
"pop","1778414400","1779019200","Beat It","Michael Jackson","N/A","https://www.last.fm/music/Michael+Jackson/_/Beat+It","https://lastfm.freetls.fastly.net/i/u/300x300/36577e77dabeb2aed157e98c8924d436.png"
"pop","1778414400","1779019200","Espresso","Sabrina Carpenter","N/A","https://www.last.fm/music/Sabrina+Carpenter/_/Espresso","https://lastfm.freetls.fastly.net/i/u/300x300/31af483995fa0388205995fc95f76318.png"
"pop","1778414400","1779019200","Mirrors","Justin Timberlake","N/A","https://www.last.fm/music/Justin+Timberlake/_/Mirrors","https://lastfm.freetls.fastly.net/i/u/300x300/1de1b815025e2ceadfad8736d89047c7.png"
"pop","1778414400","1779019200","Never Say Never","Justin Bieber","N/A","https://www.last.fm/music/Justin+Bieber/_/Never+Say+Never","https://lastfm.freetls.fastly.net/i/u/300x300/9df027dc223442fb87517d0f7967ffd9.png"
"pop","1778414400","1779019200","Judas","Lady Gaga","N/A","https://www.last.fm/music/Lady+Gaga/_/Judas","https://lastfm.freetls.fastly.net/i/u/300x300/f403f8f345f08b8aaba47a1be32b1c11.png"
"pop","1778414400","1779019200","Hot n Cold","Katy Perry","N/A","https://www.last.fm/music/Katy+Perry/_/Hot+n+Cold","https://lastfm.freetls.fastly.net/i/u/300x300/46c6aef9c93b1a87c4e453fbd74839ab.png"
"pop","1778414400","1779019200","Oops!...I Did It Again","Britney Spears","N/A","https://www.last.fm/music/Britney+Spears/_/Oops%21...I+Did+It+Again","https://lastfm.freetls.fastly.net/i/u/300x300/ed407e4025800d31cd02fa58e74eab72.png"
"pop","1778414400","1779019200","Remember the Time","Michael Jackson","N/A","https://www.last.fm/music/Michael+Jackson/_/Remember+the+Time","https://lastfm.freetls.fastly.net/i/u/300x300/36577e77dabeb2aed157e98c8924d436.png"
"pop","1778414400","1779019200","Telephone (feat. Beyoncé)","Lady Gaga","N/A","https://www.last.fm/music/Lady+Gaga/_/Telephone+(feat.+Beyonc%C3%A9)","https://lastfm.freetls.fastly.net/i/u/300x300/9ec0a5f1aad83ab4c401111b7fa22f70.png"
"pop","1778414400","1779019200","Paparazzi","Lady Gaga","N/A","https://www.last.fm/music/Lady+Gaga/_/Paparazzi","https://lastfm.freetls.fastly.net/i/u/300x300/212041a78d1b07d481404936f57314fb.png"
"pop","1778414400","1779019200","Call Me Maybe","Carly Rae Jepsen","N/A","https://www.last.fm/music/Carly+Rae+Jepsen/_/Call+Me+Maybe","https://lastfm.freetls.fastly.net/i/u/300x300/4f36d793a96c2c9e4a7b0c1047a515a1.png"
"pop","1778414400","1779019200","traitor","Olivia Rodrigo","N/A","https://www.last.fm/music/Olivia+Rodrigo/_/traitor","https://lastfm.freetls.fastly.net/i/u/300x300/8f6c8ee583e3f198d7a6f26a85871013.png"
"pop","1778414400","1779019200","The Sweet Escape","Gwen Stefani","N/A","https://www.last.fm/music/Gwen+Stefani/_/The+Sweet+Escape","https://lastfm.freetls.fastly.net/i/u/300x300/00f4aef783c07afd0bd8e33f84051362.png"
"pop","1778414400","1779019200","Maneater","Nelly Furtado","N/A","https://www.last.fm/music/Nelly+Furtado/_/Maneater","https://lastfm.freetls.fastly.net/i/u/300x300/f3aa2afa43dc94eb79562be7a23ce876.png"
"pop","1778414400","1779019200","Pocketful of Sunshine","Natasha Bedingfield","N/A","https://www.last.fm/music/Natasha+Bedingfield/_/Pocketful+of+Sunshine","https://lastfm.freetls.fastly.net/i/u/300x300/f52358077b6347e8bc1b6254091d7d9f.png"
"pop","1778414400","1779019200","Promiscuous","Nelly Furtado","N/A","https://www.last.fm/music/Nelly+Furtado/_/Promiscuous","https://lastfm.freetls.fastly.net/i/u/300x300/f3aa2afa43dc94eb79562be7a23ce876.png"
"pop","1778414400","1779019200","California Gurls (feat. Snoop Dogg)","Katy Perry","N/A","https://www.last.fm/music/Katy+Perry/_/California+Gurls+(feat.+Snoop+Dogg)","https://lastfm.freetls.fastly.net/i/u/300x300/9a9141d83ebd9056e7a212b3bb493ac3.png"
"pop","1778414400","1779019200","Bad Romance","Lady Gaga","N/A","https://www.last.fm/music/Lady+Gaga/_/Bad+Romance","https://lastfm.freetls.fastly.net/i/u/300x300/9ec0a5f1aad83ab4c401111b7fa22f70.png"
"pop","1778414400","1779019200","Unwritten","Natasha Bedingfield","N/A","https://www.last.fm/music/Natasha+Bedingfield/_/Unwritten","https://lastfm.freetls.fastly.net/i/u/300x300/8444c39c5728abd260684cbcef4edb04.png"
"pop","1778414400","1779019200","Gimme More","Britney Spears","N/A","https://www.last.fm/music/Britney+Spears/_/Gimme+More","https://lastfm.freetls.fastly.net/i/u/300x300/b9a14a64aed91932f0f45708d6b20a74.png"
"pop","1778414400","1779019200","Fortnight (feat. Post Malone)","Taylor Swift","N/A","https://www.last.fm/music/Taylor+Swift/_/Fortnight+(feat.+Post+Malone)","https://lastfm.freetls.fastly.net/i/u/300x300/36a04a7b6d687a3d408135bbfaab599b.png"
