"tag","fecha_desde","fecha_hasta","nombre","artista","oyentes","url","imagen_url"
"jazz","1777204800","1777809600","Like a Tattoo","Sade","N/A","https://www.last.fm/music/Sade/_/Like+a+Tattoo",""
"jazz","1777204800","1777809600","Paradise","Sade","N/A","https://www.last.fm/music/Sade/_/Paradise",""
"jazz","1777204800","1777809600","Back to Black","Amy Winehouse","N/A","https://www.last.fm/music/Amy+Winehouse/_/Back+to+Black",""
"jazz","1777204800","1777809600","I Fall in Love Too Easily","Chet Baker","N/A","https://www.last.fm/music/Chet+Baker/_/I+Fall+in+Love+Too+Easily",""
"jazz","1777204800","1777809600","My Way","Frank Sinatra","N/A","https://www.last.fm/music/Frank+Sinatra/_/My+Way",""
"jazz","1777204800","1777809600","Take Five","The Dave Brubeck Quartet","N/A","https://www.last.fm/music/The+Dave+Brubeck+Quartet/_/Take+Five",""
"jazz","1777204800","1777809600","Don't Know Why","Norah Jones","N/A","https://www.last.fm/music/Norah+Jones/_/Don%27t+Know+Why",""
"jazz","1777204800","1777809600","That's Life","Frank Sinatra","N/A","https://www.last.fm/music/Frank+Sinatra/_/That%27s+Life",""
"jazz","1777204800","1777809600","Hit the Road Jack","Ray Charles","N/A","https://www.last.fm/music/Ray+Charles/_/Hit+the+Road+Jack",""
"jazz","1777204800","1777809600","Feeling Good","Michael Bublé","N/A","https://www.last.fm/music/Michael+Bubl%C3%A9/_/Feeling+Good",""
"jazz","1777204800","1777809600","The Other Woman","Lana Del Rey","N/A","https://www.last.fm/music/Lana+Del+Rey/_/The+Other+Woman",""
"jazz","1777204800","1777809600","In A Sentimental Mood","Duke Ellington","N/A","https://www.last.fm/music/Duke+Ellington/_/In+A+Sentimental+Mood",""
"jazz","1777204800","1777809600","You Know I'm No Good","Amy Winehouse","N/A","https://www.last.fm/music/Amy+Winehouse/_/You+Know+I%27m+No+Good",""
"jazz","1777204800","1777809600","Strangers in the Night","Frank Sinatra","N/A","https://www.last.fm/music/Frank+Sinatra/_/Strangers+in+the+Night",""
"jazz","1777204800","1777809600","What a Wonderful World","Louis Armstrong","N/A","https://www.last.fm/music/Louis+Armstrong/_/What+a+Wonderful+World",""
"jazz","1777204800","1777809600","My Funny Valentine","Chet Baker","N/A","https://www.last.fm/music/Chet+Baker/_/My+Funny+Valentine",""
"jazz","1777204800","1777809600","Feeling Good","Nina Simone","N/A","https://www.last.fm/music/Nina+Simone/_/Feeling+Good",""
"jazz","1777204800","1777809600","Tears Dry on Their Own","Amy Winehouse","N/A","https://www.last.fm/music/Amy+Winehouse/_/Tears+Dry+on+Their+Own",""
"jazz","1777204800","1777809600","Tank!","The Seatbelts","N/A","https://www.last.fm/music/The+Seatbelts/_/Tank%21",""
"jazz","1777204800","1777809600","My One And Only Love","John Coltrane","N/A","https://www.last.fm/music/John+Coltrane/_/My+One+And+Only+Love",""
"jazz","1777204800","1777809600","Sway","Michael Bublé","N/A","https://www.last.fm/music/Michael+Bubl%C3%A9/_/Sway",""
"jazz","1777204800","1777809600","Just The Two Of Us","Grover Washington, Jr.","N/A","https://www.last.fm/music/Grover+Washington,+Jr./_/Just+The+Two+Of+Us",""
"jazz","1777204800","1777809600","Solitude","Billie Holiday","N/A","https://www.last.fm/music/Billie+Holiday/_/Solitude",""
"jazz","1777204800","1777809600","L-O-V-E","Nat King Cole","N/A","https://www.last.fm/music/Nat+King+Cole/_/L-O-V-E",""
"jazz","1777204800","1777809600","It Had to Be You","Frank Sinatra","N/A","https://www.last.fm/music/Frank+Sinatra/_/It+Had+to+Be+You",""
"jazz","1777204800","1777809600","The Girl From Ipanema","Stan Getz","N/A","https://www.last.fm/music/Stan+Getz/_/The+Girl+From+Ipanema",""
"jazz","1777204800","1777809600","Rehab","Amy Winehouse","N/A","https://www.last.fm/music/Amy+Winehouse/_/Rehab",""
"jazz","1777204800","1777809600","I Put a Spell on You","Nina Simone","N/A","https://www.last.fm/music/Nina+Simone/_/I+Put+a+Spell+on+You",""
"jazz","1777204800","1777809600","Kiss Of Life","Sade","N/A","https://www.last.fm/music/Sade/_/Kiss+Of+Life",""
"jazz","1777204800","1777809600","It Never Entered My Mind","Miles Davis Quintet","N/A","https://www.last.fm/music/Miles+Davis+Quintet/_/It+Never+Entered+My+Mind",""
"jazz","1777204800","1777809600","At Last","Etta James","N/A","https://www.last.fm/music/Etta+James/_/At+Last",""
"jazz","1777204800","1777809600","I'll Be Seeing You","Billie Holiday","N/A","https://www.last.fm/music/Billie+Holiday/_/I%27ll+Be+Seeing+You",""
"jazz","1777204800","1777809600","My Foolish Heart","Bill Evans Trio","N/A","https://www.last.fm/music/Bill+Evans+Trio/_/My+Foolish+Heart",""
"jazz","1777204800","1777809600","Sunrise","Norah Jones","N/A","https://www.last.fm/music/Norah+Jones/_/Sunrise",""
